,MapRefNo,Neighborhood,GrLivArea,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogSalePrice
572,907275150,CollgCr,2439,2-STORY 1946 & NEWER,RL,12728,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,256.0,4,3,PConc,4,3,2,6,1198.0,1,0.0,333.0,1531.0,GasA,Ex,1,SBrkr,1531,908,0,1.0,0.0,2,1,4,1,4,7,8,1,Attchd,2001.0,3,2.0,560.0,3,3,Y,184,121,0,0,0,0,0,1,2007,WD ,Normal,275000,12.524526376648708
267,902402260,OldTown,1086,2-STORY 1945 & OLDER,RM,11340,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,BrkTil,2,2,1,1,0.0,1,0.0,723.0,723.0,GasA,TA,0,SBrkr,723,363,0,0.0,0.0,1,0,2,1,3,5,4,0,Detchd,1920.0,1,2.0,400.0,2,1,N,0,24,144,0,0,0,0,11,2008,ConLD,Normal,55000,10.915088464214607
2069,908275090,Edwards,1346,1-1/2 STORY FINISHED ALL AGES,RL,11767,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,4,7,1910,2000,Gable,CompShg,MetalSd,HdBoard,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,560.0,560.0,GasA,Gd,0,SBrkr,796,550,0,0.0,0.0,1,1,2,1,3,6,6,0,Detchd,1950.0,1,1.0,384.0,2,3,Y,168,24,0,0,0,0,0,5,2007,WD ,Normal,112000,11.626254150277232
2212,531363030,SawyerW,1141,1-STORY 1946 & NEWER ALL STYLES,RL,7500,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,6,54.0,1,0.0,1087.0,1141.0,GasA,Ex,1,SBrkr,1141,0,0,1.0,0.0,1,1,3,1,4,6,8,0,Detchd,2006.0,2,2.0,484.0,3,3,Y,182,0,0,0,0,0,0,6,2009,WD ,Normal,152000,11.931635799828413
1761,909250150,Crawfor,1502,2-STORY 1945 & OLDER,RL,10592,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,6,7,1923,1996,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,3,2,1,1,0.0,1,0.0,602.0,602.0,GasA,TA,1,SBrkr,900,602,0,0.0,0.0,1,1,3,1,4,7,8,2,Detchd,1923.0,1,1.0,180.0,3,3,Y,96,0,112,0,53,0,0,8,2007,WD ,Normal,165000,12.013700752882718
144,527404120,NAmes,882,1-STORY 1946 & NEWER ALL STYLES,RL,8400,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,804.0,3,78.0,0.0,882.0,GasA,TA,1,SBrkr,882,0,0,1.0,0.0,1,0,2,1,3,4,8,0,Attchd,1970.0,3,2.0,525.0,3,3,Y,240,0,0,0,0,0,0,4,2010,WD ,Normal,126000,11.744037185933616
2029,906380210,CollgCr,1290,1-STORY 1946 & NEWER ALL STYLES,RL,6762,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,902.0,1,0.0,380.0,1282.0,GasA,Ex,1,SBrkr,1290,0,0,1.0,0.0,2,0,2,1,4,6,8,1,Attchd,2007.0,2,2.0,662.0,3,3,Y,168,0,0,0,0,0,0,5,2009,WD ,Normal,200000,12.206072645530174
260,904100100,Sawyer,2267,2-STORY 1945 & OLDER,RL,12888,Pave,0,Bnk,AllPub,Inside,1,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,3,1,5,288.0,1,0.0,717.0,1005.0,GasA,TA,1,SBrkr,1262,1005,0,1.0,0.0,1,1,3,1,3,7,8,2,Attchd,1937.0,3,2.0,498.0,3,3,Y,521,0,0,0,0,0,0,4,2007,WD ,Normal,219000,12.296827008798639
806,531373060,SawyerW,1663,2-STORY 1946 & NEWER,RL,12774,Pave,0,Lvl,AllPub,FR2,1,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,4,3,PConc,4,3,3,1,0.0,1,0.0,835.0,835.0,GasA,Ex,1,SBrkr,835,828,0,0.0,0.0,2,1,3,1,4,8,8,0,Attchd,2003.0,2,2.0,478.0,3,3,Y,168,68,0,0,0,0,0,7,2008,WD ,Normal,192500,12.167851432709975
781,533125120,NoRidge,2826,2-STORY 1946 & NEWER,RL,11025,Pave,0,HLS,AllPub,Inside,2,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,4,3,PConc,5,3,4,6,1118.0,1,0.0,216.0,1334.0,GasA,Ex,1,SBrkr,1520,1306,0,1.0,0.0,2,1,3,1,4,9,8,3,Attchd,1992.0,2,3.0,888.0,3,3,Y,177,208,186,0,0,0,0,10,2006,WD ,Normal,334000,12.718896271958837
832,909451020,Blueste,1032,2-STORY PUD - 1946 & NEWER,RM,1879,Pave,0,Lvl,AllPub,CulDSac,1,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,1,6,366.0,1,0.0,150.0,516.0,GasA,TA,1,SBrkr,516,516,0,0.0,0.0,1,0,2,1,3,5,8,1,Detchd,1980.0,1,2.0,462.0,3,3,Y,213,0,0,0,0,0,0,12,2008,WD ,Normal,116500,11.665646551987892
1242,907260010,CollgCr,2290,2-STORY 1946 & NEWER,RL,11250,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1128.0,1128.0,GasA,Ex,1,SBrkr,1149,1141,0,0.0,0.0,2,1,4,1,4,9,8,1,Attchd,2002.0,1,2.0,779.0,3,3,Y,0,0,0,0,0,0,0,5,2008,WD ,Normal,255900,12.45254202214788
1635,534128210,NWAmes,2654,2-STORY 1946 & NEWER,RL,11029,Pave,1,Lvl,AllPub,Corner,1,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,3,CBlock,3,3,2,4,619.0,1,0.0,435.0,1054.0,GasA,TA,1,SBrkr,1512,1142,0,1.0,0.0,2,1,4,1,4,9,8,1,Attchd,1968.0,1,2.0,619.0,3,3,Y,0,65,0,0,222,0,0,8,2006,WD ,Normal,250000,12.429216196844383
2045,534479130,NAmes,1578,1-1/2 STORY FINISHED ALL AGES,RL,9490,Pave,0,Lvl,AllPub,Inside,1,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,403.0,3,165.0,238.0,806.0,GasA,TA,1,FuseA,958,620,0,1.0,0.0,1,0,3,1,2,5,8,2,Attchd,1941.0,1,1.0,240.0,3,3,Y,0,0,32,0,0,0,0,8,2006,WD ,Normal,133000,11.79810440720389
1343,903231190,BrkSide,1344,1-1/2 STORY FINISHED ALL AGES,RM,6240,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,4,3,1,1,0.0,1,0.0,896.0,896.0,GasA,Gd,1,FuseA,896,448,0,0.0,0.0,1,0,3,1,3,7,8,0,Detchd,1936.0,1,1.0,240.0,2,3,Y,200,114,0,0,0,0,0,4,2006,WD ,Normal,115000,11.652687407345388
937,532354150,Sawyer,864,1-STORY 1946 & NEWER ALL STYLES,RL,8100,Pave,0,Lvl,AllPub,Inside,1,Feedr,Norm,1Fam,1Story,5,8,1961,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,3,1,5,764.0,1,0.0,100.0,864.0,GasA,Ex,1,SBrkr,864,0,0,1.0,0.0,1,0,3,1,4,5,8,1,Detchd,1962.0,1,1.0,420.0,3,3,Y,132,0,0,0,0,0,0,7,2008,WD ,Normal,135000,11.813030057420567
2568,534479150,NAmes,1036,1-STORY 1946 & NEWER ALL STYLES,RL,7584,Pave,0,Lvl,AllPub,Inside,1,Artery,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,3,3,CBlock,3,3,1,2,531.0,1,0.0,505.0,1036.0,GasA,Ex,1,SBrkr,1036,0,0,0.0,0.0,1,0,3,1,3,5,8,0,Attchd,1953.0,2,1.0,312.0,3,3,Y,120,24,0,0,0,0,0,6,2008,WD ,Normal,112900,11.634257750137753
1151,909427230,Crawfor,2340,2-STORY 1945 & OLDER,RL,9042,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,5,4,Stone,3,4,1,6,275.0,1,0.0,877.0,1152.0,GasA,Ex,1,SBrkr,1188,1152,0,0.0,0.0,2,0,4,1,4,9,8,2,Attchd,1941.0,2,1.0,252.0,3,3,Y,0,60,0,0,0,0,2500,5,2010,WD ,Normal,266500,12.493129522588037
1277,903201030,BrkSide,1143,1-STORY 1945 & OLDER,RL,7111,Pave,1,Bnk,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,4,BrkTil,3,3,1,2,406.0,4,273.0,329.0,1008.0,GasA,TA,1,SBrkr,1143,0,0,0.0,0.0,1,0,2,1,3,5,8,1,Detchd,1992.0,1,1.0,288.0,3,3,Y,265,0,0,0,0,0,0,7,2008,WD ,Normal,138000,11.835008964139341
1450,527450460,BrDale,1030,2-STORY PUD - 1946 & NEWER,RM,1890,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,3,3,CBlock,3,3,1,5,282.0,1,0.0,212.0,494.0,GasA,Ex,1,SBrkr,494,536,0,0.0,0.0,1,1,3,1,3,6,8,0,Detchd,1973.0,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,116000,11.661345470088502
1465,528164040,NridgHt,1792,1-STORY 1946 & NEWER ALL STYLES,RL,11846,Pave,1,HLS,AllPub,Inside,1,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,4,3,PConc,5,3,4,6,1567.0,1,0.0,225.0,1792.0,GasA,Ex,1,SBrkr,1792,0,0,1.0,0.0,2,0,2,1,5,6,8,1,Attchd,2003.0,3,3.0,874.0,3,3,Y,206,49,0,0,0,0,0,8,2006,WD ,Normal,374000,12.832011076396668
1657,533221100,Somerst,1525,2-STORY PUD - 1946 & NEWER,FV,2117,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,436.0,1,0.0,320.0,756.0,GasA,Ex,1,SBrkr,769,756,0,0.0,0.0,2,1,3,1,4,5,8,1,Detchd,2000.0,1,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,6,2007,WD ,Normal,177000,12.083905011555967
522,527258010,StoneBr,1856,1-STORY 1946 & NEWER ALL STYLES,RL,11394,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,4,3,PConc,5,3,3,6,1445.0,1,0.0,411.0,1856.0,GasA,Ex,1,SBrkr,1856,0,0,1.0,0.0,1,1,1,1,5,8,8,1,Attchd,2010.0,3,3.0,834.0,3,3,Y,113,0,0,0,0,0,0,6,2010,New,Partial,394432,12.885202034321916
2494,528292020,Gilbert,2035,2-STORY 1946 & NEWER,RL,9505,Pave,1,Lvl,AllPub,CulDSac,1,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4,3,1,1,0.0,1,0.0,884.0,884.0,GasA,Ex,1,SBrkr,884,1151,0,0.0,0.0,2,1,3,1,4,8,8,1,BuiltIn,2001.0,3,2.0,434.0,3,3,Y,144,48,0,0,0,0,0,5,2010,WD ,Normal,222500,12.312682380588432
295,903429110,OldTown,1944,2-STORY 1945 & OLDER,RM,9928,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,Fa,1,SBrkr,1272,672,0,0.0,0.0,2,0,3,1,3,8,6,0,Detchd,1915.0,1,1.0,216.0,3,3,N,24,28,0,0,0,0,400,6,2009,WD ,Normal,179900,12.100156419938624
2061,535176050,NAmes,1383,1-STORY 1946 & NEWER ALL STYLES,RL,11600,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,3,3,CBlock,3,3,1,3,565.0,1,0.0,818.0,1383.0,GasA,TA,1,SBrkr,1383,0,0,0.0,0.0,1,1,3,1,3,7,8,0,Attchd,1960.0,2,1.0,292.0,3,3,Y,0,45,0,0,0,0,0,4,2006,WD ,Normal,145250,11.886211674714158
1864,535377090,OldTown,1056,DUPLEX - ALL STYLES AND AGES,RL,6979,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,6,1056.0,1,0.0,0.0,1056.0,GasA,Gd,1,SBrkr,1056,0,0,2.0,0.0,0,0,0,2,3,4,8,0,Detchd,1980.0,1,2.0,576.0,3,3,Y,264,56,0,0,0,0,600,6,2010,WD ,Normal,144000,11.877568578558138
2549,907185050,CollgCr,1772,2-STORY 1946 & NEWER,RL,8750,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,3,3,PConc,4,3,1,6,606.0,1,0.0,322.0,928.0,GasA,Ex,1,SBrkr,928,844,0,1.0,0.0,2,1,3,1,3,7,8,1,Attchd,1998.0,2,2.0,492.0,3,3,Y,150,96,0,0,0,0,0,4,2009,WD ,Normal,200000,12.206072645530174
546,906223090,SawyerW,1949,2-STORY 1946 & NEWER,RL,9938,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4,3,1,6,750.0,1,0.0,300.0,1050.0,GasA,Ex,1,SBrkr,1062,887,0,1.0,0.0,2,1,3,1,4,8,8,1,Attchd,1993.0,3,2.0,574.0,3,3,Y,156,90,0,0,0,0,0,6,2010,WD ,Normal,236000,12.371587084007746
2127,527110080,Gilbert,1470,2-STORY 1946 & NEWER,RL,13869,Pave,2,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,182.0,1,0.0,612.0,794.0,GasA,Gd,1,SBrkr,794,676,0,0.0,1.0,2,0,3,1,3,6,8,0,Attchd,1997.0,3,2.0,388.0,3,3,Y,0,75,0,0,0,0,0,7,2007,WD ,Normal,177000,12.083905011555967
2495,903231070,BrkSide,1176,1-1/2 STORY FINISHED ALL AGES,RM,6240,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,816.0,816.0,GasA,TA,1,SBrkr,816,0,360,0.0,0.0,1,0,3,1,3,6,8,1,Detchd,1985.0,1,2.0,528.0,3,3,Y,112,0,0,0,0,0,400,9,2006,WD ,Normal,114500,11.648330101976432
1783,906394020,CollgCr,1795,2-STORY 1946 & NEWER,RL,9316,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,1,0.0,1,0.0,879.0,879.0,GasA,Ex,1,SBrkr,879,916,0,0.0,0.0,2,1,3,1,4,7,8,0,Attchd,2005.0,2,2.0,578.0,3,3,Y,164,111,0,0,0,0,0,10,2007,WD ,Normal,191000,12.160028707028767
2268,909428240,Crawfor,1906,1-STORY 1946 & NEWER ALL STYLES,RL,17500,Pave,0,Bnk,AllPub,Corner,2,PosA,Norm,1Fam,1Story,6,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,420.0,3,3,PConc,3,3,3,2,784.0,4,435.0,91.0,1310.0,GasA,Ex,1,SBrkr,1906,0,0,1.0,0.0,1,1,3,1,3,6,8,2,Basment,1954.0,1,2.0,576.0,3,3,Y,0,201,0,0,0,0,0,1,2009,WD ,Normal,224000,12.319401330837177
223,534202160,NAmes,1232,1-STORY 1946 & NEWER ALL STYLES,RL,9600,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172.0,3,3,CBlock,3,3,1,3,698.0,1,0.0,534.0,1232.0,GasA,TA,1,SBrkr,1232,0,0,1.0,0.0,1,1,3,1,3,6,8,0,Attchd,1966.0,2,2.0,490.0,3,3,Y,0,224,0,0,0,0,0,4,2010,WD ,Normal,142250,11.865341351988578
2368,527256120,StoneBr,2000,1-STORY 1946 & NEWER ALL STYLES,RL,18261,Pave,1,HLS,AllPub,Inside,1,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,420.0,5,3,PConc,5,3,4,6,1416.0,1,0.0,494.0,1910.0,GasA,Ex,1,SBrkr,2000,0,0,1.0,0.0,2,1,3,1,5,8,8,2,Attchd,2005.0,1,3.0,722.0,3,3,Y,351,102,0,0,123,0,0,9,2006,WD ,Normal,470000,13.060487973686241
2365,904352190,SWISU,1680,2 FAMILY CONVERSION - ALL STYLES AND AGES,RH,6048,Pave,0,Lvl,AllPub,Corner,1,Artery,Norm,2fmCon,1.5Fin,5,7,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,2,2,736.0,1,0.0,120.0,856.0,GasA,Gd,1,SBrkr,936,744,0,1.0,0.0,2,0,2,2,3,7,8,1,Detchd,1910.0,1,2.0,450.0,3,2,P,56,144,0,0,0,0,0,6,2010,COD,Normal,114900,11.651817463836847
1366,914476010,Mitchel,1279,1-STORY 1946 & NEWER ALL STYLES,RL,10125,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,641.0,2,279.0,276.0,1196.0,GasA,TA,1,SBrkr,1279,0,0,0.0,1.0,2,0,3,1,3,6,8,2,Detchd,1980.0,1,2.0,473.0,3,3,Y,238,83,0,0,0,0,0,2,2008,WD ,Normal,171500,12.052338545588132
360,916460060,Timber,1675,1-STORY 1946 & NEWER ALL STYLES,RL,7915,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,5,1999,2000,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,2,6,1223.0,1,0.0,443.0,1666.0,GasA,Ex,1,SBrkr,1675,0,0,1.0,0.0,2,0,3,1,4,6,8,0,Attchd,1999.0,2,2.0,435.0,3,3,Y,165,52,0,0,0,0,0,12,2008,WD ,Normal,195000,12.180754837545884
139,534201280,NAmes,1052,1-STORY 1946 & NEWER ALL STYLES,RL,8400,Pave,0,Lvl,AllPub,Inside,1,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,3,4,1016.0,1,0.0,36.0,1052.0,GasA,Gd,1,SBrkr,1052,0,0,1.0,0.0,1,1,3,1,3,5,8,0,Attchd,1968.0,2,1.0,288.0,3,3,Y,356,0,0,0,0,0,0,11,2006,WD ,Normal,138500,11.83862560460953
620,905453040,Edwards,1212,1-STORY 1946 & NEWER ALL STYLES,RL,10420,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,36.0,1,0.0,1176.0,1212.0,GasA,Ex,1,SBrkr,1212,0,0,0.0,0.0,2,0,3,1,4,6,8,0,Attchd,2009.0,2,2.0,460.0,3,3,Y,100,22,0,0,0,0,0,3,2010,WD ,Normal,186000,12.133501952695338
1621,902107050,OldTown,936,DUPLEX - ALL STYLES AND AGES,RM,7200,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,4,3,4,6,936.0,1,0.0,0.0,936.0,GasA,TA,1,SBrkr,936,0,0,1.0,0.0,1,0,2,1,3,4,8,0,Detchd,1980.0,1,2.0,672.0,3,3,Y,49,0,0,0,0,0,0,8,2007,WD ,Normal,140000,11.84939770159144
34,535453210,NAmes,1269,1-STORY 1946 & NEWER ALL STYLES,RL,7931,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,374.0,2,532.0,363.0,1269.0,GasA,TA,1,FuseA,1269,0,0,0.0,0.0,1,1,3,1,3,6,8,1,Detchd,1964.0,1,1.0,308.0,3,3,Y,0,0,0,0,0,0,0,6,2008,WD ,Normal,155000,11.951180395901384
1927,916460020,Timber,1491,1-STORY 1946 & NEWER ALL STYLES,RL,7777,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,203.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1491.0,1491.0,GasA,Ex,1,SBrkr,1491,0,0,0.0,0.0,2,0,3,1,3,7,8,1,Attchd,1996.0,3,2.0,571.0,3,3,Y,0,35,0,0,0,0,0,11,2007,WD ,Normal,178000,12.089538829274222
2304,533250130,Veenker,1494,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,9549,Pave,1,Lvl,AllPub,CulDSac,1,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,PConc,4,4,3,2,437.0,6,1057.0,0.0,1494.0,GasA,Ex,1,SBrkr,1494,0,0,1.0,0.0,1,1,2,1,5,6,8,1,Attchd,1995.0,3,2.0,481.0,3,3,Y,0,30,0,0,216,0,0,4,2006,WD ,Normal,270000,12.506177237980511
2259,532354010,Sawyer,970,1-STORY 1946 & NEWER ALL STYLES,RL,8480,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,6,630.0,1,0.0,340.0,970.0,GasA,TA,1,SBrkr,970,0,0,1.0,0.0,1,0,2,1,3,5,8,0,Detchd,1996.0,1,2.0,624.0,3,3,Y,0,24,0,0,192,0,0,7,2007,WD ,Normal,132500,11.794337924408413
376,528174020,NridgHt,1302,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3901,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,3,5,866.0,1,0.0,436.0,1302.0,GasA,Ex,1,SBrkr,1302,0,0,1.0,0.0,1,1,1,1,4,5,8,1,Attchd,2005.0,2,2.0,631.0,3,3,Y,110,50,0,0,0,0,0,8,2007,New,Partial,204000,12.225875272826354
1803,909176140,SWISU,1691,1-1/2 STORY FINISHED ALL AGES,RL,5000,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,218.0,1,0.0,808.0,1026.0,GasA,TA,1,SBrkr,1026,665,0,0.0,0.0,2,0,3,1,4,6,8,1,Detchd,1924.0,1,1.0,308.0,3,3,Y,0,0,242,0,0,0,0,5,2010,WD ,Normal,127000,11.751942365440728
2123,528188020,NridgHt,1405,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3480,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Stone,163.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1405.0,1405.0,GasA,Ex,1,SBrkr,1405,0,0,0.0,0.0,2,0,2,1,4,6,8,1,Attchd,2003.0,2,2.0,478.0,3,3,Y,148,36,0,0,0,0,0,11,2009,WD ,Normal,173000,12.061046873479915
2062,528280180,Gilbert,1892,2-STORY 1946 & NEWER,RL,8220,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,647.0,4,3,PConc,4,3,3,6,544.0,1,0.0,438.0,982.0,GasA,Ex,1,SBrkr,1008,884,0,0.0,0.0,2,1,3,1,3,8,8,1,Attchd,2000.0,2,2.0,431.0,3,3,Y,108,0,0,0,0,0,0,7,2008,WD ,Normal,226750,12.331603367977383
2569,528294010,Gilbert,1644,2-STORY 1946 & NEWER,RL,9649,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,941.0,941.0,GasA,Ex,1,SBrkr,961,683,0,0.0,0.0,2,1,3,1,3,7,8,1,Attchd,1999.0,2,2.0,460.0,3,3,Y,460,42,0,0,0,0,0,5,2007,WD ,Normal,185000,12.128111104060462
